sequenceID,MappingManager_main_FrameID,rot_w,rot_x,rot_y,rot_z,pos_x,pos_y,pos_z,cur_time,currentLocation_Timestamp,latLon_x,latLon_y,accuracy,0,accuracy,XRCameraIntrinsics_focalLength_x,XRCameraIntrinsics_focalLength_y,XRCameraIntrinsics_resolution_x,XRCameraIntrinsics_resolution_y,XRCameraIntrinsics_principalPoint_x,XRCameraIntrinsics_principalPoint_y,compass,compassAccuracy,compassMagnetic,satelliteView,satelliteUsed,speedMetersPerSecond,Input_acceleration_x,Input_acceleration_y,Input_acceleration_z,gyro_userAcceleration_x,gyro_userAcceleration_y,gyro_userAcceleration_z,ArFoundationCameraStats_mainArFoundation_CurrentSpeed,ArFoundationCameraStats_mainArFoundation_CurrentAngleSpeed,ArFoundationCameraStats_mainArFoundation_TimeRangeAverage,ArFoundationCameraStats_mainArFoundation_InTimeRangeAverageSpeed,ArFoundationCameraStats_mainArFoundation_InTimeRangeAverageAngleSpeed,ArFoundationLightManager_main_LastIntensity,lightEstimationData_averageBrightness,lightEstimationData_averageColorTemperature,lightEstimationData_colorCorrection_Value_r,lightEstimationData_colorCorrection_Value_g,lightEstimationData_colorCorrection_Value_b,lightEstimationData_averageIntensityInLumens,lightEstimationData_mainLightIntensityLumens,lightEstimationData_averageMainLightBrightness,lastFrameEventArgs_exposureDuration,lastFrameEventArgs_exposureOffset,vApplication_version,bApplication_buildGUID,Exif_ApertureValue,Exif_Brightness,Exif_ExposureTime,Exif_ShutterSpeed,Exif_ExposureBias,Exif_FNumber,Exif_FocalLength,Exif_Flash,Exif_ColorSpace,Exif_PhotographicSensitivity,Exif_MeteringMode,depth_CameraConfiguredDepthSensorSupport,depth_LastRGBWidth,depth_LastRGBHeight,depth_LastDepthWidth,depth_LastDepthHeight,depth_LastDepthConfidenceWidth,depth_LastDepthConfidenceHeight,depth_LastDepthRawWidth,depth_LastDepthRawHeight,depth_LastDepthSmoothedWidth,depth_LastDepthSmoothedHeight,depth_LastHumanDepthWidth,depth_LastHumanDepthHeight,depth_LastHumanStencilWidth,depth_LastHumanStencilHeight
489,0009,-0.6730481,-0.07539897,0.7320204,-0.07394078,3.528427,1.320972,0.3236237,1775453149,1775453131,13.7459229,100.53741854,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,275.3271,113,61,0,0.074481,-1.295701,-0.14274,0,0,0,1.591856,48.25385,1,1.210829,27.42727,1.299488,0.6055615,0,1.009713,1,0.9664031,1211.123,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0010,-0.6594658,-0.08426307,0.7415553,-0.09000205,3.428238,1.310249,0.5370941,1775453149,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,191.4534,113,60,1.5,-0.341417,-0.692045,-0.105225,0,0,0,1.424056,28.91834,1,1.277061,29.97228,1.309238,0.6101049,0,1.003431,1,0.9713098,1220.21,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0011,-0.6322547,-0.05009329,0.7697718,-0.07208378,3.323029,1.35604,0.7464447,1775453149,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,226.0053,113,60,1.5,0.003416,-0.869494,-0.305305,0,0,0,1.378397,21.68756,1,1.332211,33.67345,1.30271,0.6070629,0,0.9991678,1,0.9760361,1214.126,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0012,-0.6391245,-0.06194079,0.7626985,-0.07729367,3.200119,1.334954,1.014053,1775453149,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,293.313,113,60,1.5,0.073383,-1.161013,-0.045018,0,0,0,1.573326,23.32451,1,1.397128,31.97943,1.309795,0.6103644,0,1.000443,1,0.9724391,1220.729,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0013,-0.6171048,-0.04075583,0.77842,-0.1076247,3.099426,1.336468,1.224014,1775453149,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,193.4252,113,60,1.5,-0.023729,-0.744932,-0.034221,0,0,0,1.399989,51.35877,1,1.417742,32.66708,1.294486,0.6032302,0,0.9960207,1,0.9717353,1206.46,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0014,-0.5679883,-0.06053327,0.8156016,-0.09229858,2.970734,1.344165,1.425949,1775453149,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,235.9539,113,60,1.5,0.03233,-1.278804,-0.173484,0,0,0,1.586146,62.93499,1,1.429119,35.11891,1.287524,0.5999861,0,0.9924547,1,0.9668341,1199.972,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0015,-0.5425392,-0.05073295,0.8342383,-0.08440375,2.796875,1.320009,1.656921,1775453150,1775453149,13.74593803,100.53742125,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,254.3854,113,60,1.5,-0.119682,-0.721996,-0.242963,0,0,0,1.358256,40.65243,1,1.462331,32.89902,1.286591,0.5995516,0,0.9850605,1,0.9760262,1199.103,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0016,-0.5169988,-0.06198296,0.8507071,-0.07188882,2.607025,1.351829,1.878876,1775453150,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,227.2519,113,60,1.61,0.024217,-1.176629,-0.339221,0,0,0,1.513322,23.8538,1,1.463839,31.75769,1.290205,0.6012356,0,0.9864018,1,0.9723238,1202.471,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0017,-0.5116497,-0.06931762,0.8507942,-0.09777004,2.442993,1.317158,2.064514,1775453150,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,212.5738,113,60,1.61,0.12932,-1.037366,-0.245037,0,0,0,1.460076,23.4153,1,1.461175,30.21335,1.294617,0.6032916,0,0.9910443,1,0.9627342,1206.583,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
489,0018,-0.4829313,-0.06902878,0.8654118,-0.1143461,2.250473,1.341401,2.273376,1775453150,1775453150,13.7459482,100.53741204,3.790092,0,3.790092,1325.123,1325.492,1920,1080,960.2882,540.5493,0,1,277.083,113,60,1.61,-0.061305,-0.902068,0.020557,0,0,0,1.353071,18.36769,1,1.463191,31.81118,1.272129,0.5928121,0,0.9860505,1,0.9699982,1185.624,0,0,0,0,v1.7.5,b42db3cbbed4e482298d0c5195f61e63e,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0
